cosmology,"counts_rich_bin1:[10,14]","bias_rich_bin1:[10,14]","counts_rich_bin2:[14,20]","bias_rich_bin2:[14,20]","counts_rich_bin3:[20,30]","bias_rich_bin3:[20,30]","counts_rich_bin4:[30,45]","bias_rich_bin4:[30,45]","counts_rich_bin5:[45,60]","bias_rich_bin5:[45,60]","counts_rich_bin6:[60,inf]","bias_rich_bin6:[60,inf]"
cosmo1,10365.948602016666,2.328834194585766,6068.767505770263,2.711691231552075,3279.013923127451,3.255260090273725,1315.0955936861992,4.013001956246437,371.40503375432604,4.872420801024107,241.9110370857025,6.230252455621246
