cosmology,"counts_rich_bin1:[10,14]","bias_rich_bin1:[10,14]","counts_rich_bin2:[14,20]","bias_rich_bin2:[14,20]","counts_rich_bin3:[20,30]","bias_rich_bin3:[20,30]","counts_rich_bin4:[30,45]","bias_rich_bin4:[30,45]","counts_rich_bin5:[45,60]","bias_rich_bin5:[45,60]","counts_rich_bin6:[60,inf]","bias_rich_bin6:[60,inf]"
cosmo1,17743.14931155382,2.5993900509487955,9934.759740086207,3.0367777878202276,5045.245524757021,3.6579979320320484,1860.1644904790046,4.524552351808853,478.7681911442589,5.509244621066865,272.1003111416908,6.966223093982958
