cosmology,"counts_rich_bin1:[10,14]","bias_rich_bin1:[10,14]","counts_rich_bin2:[14,20]","bias_rich_bin2:[14,20]","counts_rich_bin3:[20,30]","bias_rich_bin3:[20,30]","counts_rich_bin4:[30,45]","bias_rich_bin4:[30,45]","counts_rich_bin5:[45,60]","bias_rich_bin5:[45,60]","counts_rich_bin6:[60,inf]","bias_rich_bin6:[60,inf]"
cosmo1,22869.077009412147,2.9037412504580575,12185.968261883816,3.4010247378801934,5776.744306101376,4.107850767339844,1939.7012593166946,5.095235175399548,450.2150781148698,6.220042828602041,221.86869764968134,7.783396241747016
