#rp, DS (with h) 
0.112202 128.858 
0.141254 120.864 
0.177828 110.656 
0.223872 99.0041 
0.281839 86.7063 
0.354813 74.4031 
0.446683 62.9307 
0.562341 52.4176 
0.707945 43.0275 
0.891251 34.6419 
1.12202 27.1208 
1.41254 20.5554 
1.77828 15.0325 
2.23872 10.5914 
2.81839 7.38773 
3.54813 5.24917 
4.46683 3.82629 
5.62341 2.86945 
7.07945 2.22796 
8.91251 1.77853 
11.2202 1.44405 
14.1254 1.19131 
17.7828 0.983067 
22.3872 0.817891 
28.1839 0.672438 
35.4813 0.532945 
44.6683 0.415846 
56.2341 0.322971 
70.7945 0.237166 
89.1251 0.155556 
