6.155305261327359730e-03 5.381941838350552502e-03 3.991319290393085563e-03 2.842076545558811906e-03 1.972481325030694520e-03 1.338201248319193567e-03 8.865145970189719418e-04 5.717447043536289224e-04 3.575805290383627885e-04 2.159950423741411642e-04 1.255829158958976218e-04 7.014569630321498351e-05 3.765728503267815340e-05 1.949956255086279319e-05 9.810698425761472079e-06 4.852207597712782700e-06 2.398762864949754096e-06 1.211086853135422986e-06 6.386278859864778101e-07 3.575482406812887598e-07 2.129589588732773643e-07 1.331408158046597583e-07 8.599706004397651297e-08 5.610992939592087279e-08 3.632514804649133913e-08 2.318924013817928763e-08 1.441283736227208468e-08 7.984981527758688222e-09 4.230086329478127831e-09 3.483324952753860292e-09
5.381941838350552502e-03 6.854347107723725123e-03 5.961044910032762233e-03 4.380856439777774773e-03 3.081760176888432515e-03 2.105320053137591484e-03 1.400026172173729228e-03 9.048541904943782676e-04 5.665790821426906505e-04 3.424476694308723444e-04 1.991575439026933554e-04 1.112487041300781537e-04 5.972018063836685150e-05 3.092082922319266302e-05 1.555509369890898934e-05 7.692359623363232289e-06 3.802508085791476495e-06 1.919622668146038932e-06 1.012281194488544251e-06 5.666409774892561771e-07 3.375038151868184301e-07 2.110997643806805304e-07 1.361586961390320980e-07 8.901323507339422353e-08 5.768966508667366360e-08 3.661267952230178236e-08 2.254297347373261024e-08 1.335067010765722314e-08 6.828657486436888552e-09 3.314089197521186858e-09
3.991319290393085563e-03 5.961044910032762233e-03 7.590172624271014287e-03 6.553210874372874736e-03 4.757940356756591715e-03 3.294170292412303917e-03 2.205490773773800296e-03 1.430627045628191617e-03 8.975477178586122387e-04 5.430307594878876296e-04 3.159483349869118851e-04 1.765063060176775276e-04 9.474414387804752354e-05 4.904668468587128376e-05 2.466871448472232370e-05 1.219702511934482333e-05 6.028335460814936159e-06 3.042901699614709213e-06 1.604531231885298455e-06 8.980828408738787410e-07 5.348624991325932394e-07 3.346232031444715673e-07 2.158522653272807207e-07 1.409183209445172952e-07 9.154184166266294409e-08 5.815292611915874303e-08 3.557316605673227855e-08 2.081957602789267682e-08 1.160784524392498863e-08 5.392560109187505268e-09
2.842076545558811906e-03 4.380856439777774773e-03 6.553210874372874736e-03 8.342609615006804993e-03 7.133758233666779962e-03 5.097579494272906978e-03 3.458097121568591819e-03 2.257798938034708599e-03 1.421261682385566508e-03 8.613267132418018146e-04 5.015034876894895266e-04 2.802180702003228695e-04 1.503958918728519106e-04 7.783560895203148937e-05 3.913641755003344143e-05 1.934465143477813979e-05 9.558654509730761268e-06 4.824006721049642086e-06 2.543337077401529610e-06 1.423466127154189279e-06 8.476787261566355182e-07 5.303742414912266818e-07 3.421125257713679028e-07 2.233866496669846439e-07 1.449337259705797181e-07 9.227579161629130724e-08 5.652721078977522200e-08 3.281855085776468901e-08 1.801527927552861684e-08 9.432317769835995465e-09
1.972481325030694520e-03 3.081760176888432515e-03 4.757940356756591715e-03 7.133758233666779962e-03 9.081313969079983506e-03 7.668662874786629120e-03 5.368696829218505551e-03 3.550336725122445018e-03 2.248523835533439846e-03 1.366644118096074344e-03 7.967078690343806042e-04 4.453060182281209662e-04 2.389569521213012824e-04 1.236176934891927671e-04 6.212560147556372395e-05 3.069364451774310280e-05 1.516052462792190094e-05 7.648798958320509822e-06 4.031762809339641753e-06 2.256290490533028854e-06 1.343471007413274468e-06 8.406664514002475389e-07 5.421961858004747252e-07 3.540071603453959479e-07 2.298097880226094961e-07 1.460536224984626344e-07 8.972322431658067573e-08 5.217370612012021067e-08 2.835425094554819012e-08 1.451869008654795013e-08
1.338201248319193567e-03 2.105320053137591484e-03 3.294170292412303917e-03 5.097579494272906978e-03 7.668662874786629120e-03 9.765224254326349343e-03 8.115546643810308408e-03 5.536994970259623457e-03 3.549593699990895735e-03 2.169058201999959912e-03 1.267291934444818215e-03 7.087454189653706344e-04 3.802224242229875688e-04 1.965683163966579433e-04 9.871106157753256681e-05 4.873293194242716696e-05 2.405567558443529730e-05 1.213078641227765678e-05 6.392173894421652082e-06 3.576513359931531099e-06 2.129373916328193218e-06 1.332403860014059866e-06 8.593584729603906284e-07 5.609571144824466485e-07 3.642691054850329839e-07 2.315697087974290844e-07 1.419939825240934917e-07 8.282903629048258236e-08 4.512489319990539811e-08 2.278774314387960659e-08
8.865145970189719418e-04 1.400026172173729228e-03 2.205490773773800296e-03 3.458097121568591819e-03 5.368696829218505551e-03 8.115546643810308408e-03 1.034430209548634419e-02 8.427373091252209070e-03 5.570324731570022204e-03 3.441804426978749363e-03 2.019501252360311836e-03 1.130742099115099276e-03 6.064029526234213617e-04 3.131781465705887305e-04 1.570752654542172382e-04 7.745568131038967964e-05 3.819595865033900505e-05 1.924679330154210728e-05 1.013652539495842610e-05 5.669753017748373563e-06 3.375152671340047139e-06 2.111699066799182193e-06 1.362030841425869327e-06 8.889796989654650144e-07 5.773227951382584996e-07 3.670553776216476622e-07 2.251388131822463898e-07 1.310271006220020927e-07 7.168665471389572711e-08 3.632746363493390243e-08
5.717447043536289224e-04 9.048541904943782676e-04 1.430627045628191617e-03 2.257798938034708599e-03 3.550336725122445018e-03 5.536994970259623457e-03 8.427373091252209070e-03 1.076440635447959045e-02 8.559221873809237310e-03 5.446018783203882344e-03 3.225477284964672984e-03 1.810625577982031328e-03 9.706815825963245213e-04 5.005170279575318166e-04 2.505440728328533063e-04 1.233144165563473233e-04 6.071421029513656488e-05 3.055658370933712832e-05 1.607951234455777019e-05 8.989387593179385544e-06 5.349900904973426475e-06 3.346865827541533053e-06 2.158674062533117360e-06 1.408865144232903305e-06 9.150256696940274247e-07 5.817783294137775393e-07 3.567949000938211752e-07 2.077682469744926424e-07 1.133569508765224038e-07 5.776603723814759242e-08
3.575805290383627885e-04 5.665790821426906505e-04 8.975477178586122387e-04 1.421261682385566508e-03 2.248523835533439846e-03 3.549593699990895735e-03 5.570324731570022204e-03 8.559221873809237310e-03 1.097533474808115930e-02 8.477362818536612193e-03 5.158354776571092565e-03 2.914833746084375191e-03 1.562791100249291297e-03 8.039134095090849121e-04 4.011651019502283553e-04 1.968549960673616442e-04 9.667669368799394931e-05 4.856174516052040341e-05 2.552015779334993275e-05 1.425586088940826825e-05 8.480746395144948322e-06 5.304635920087038421e-06 3.421171732074261825e-06 2.232898257579807784e-06 1.450183076496766103e-06 9.221687557523093472e-07 5.653542940092673104e-07 3.293001530386543913e-07 1.798132968732992125e-07 9.125676641699726406e-08
2.159950423741411642e-04 3.424476694308723444e-04 5.430307594878876296e-04 8.613267132418018146e-04 1.366644118096074344e-03 2.169058201999959912e-03 3.441804426978749363e-03 5.446018783203882344e-03 8.477362818536612193e-03 1.094069646696956173e-02 8.168386395864849284e-03 4.723296902604321237e-03 2.538716053236462437e-03 1.301612118619451018e-03 6.463328829893859317e-04 3.156279894846068996e-04 1.543749187530707835e-04 7.730310179906268433e-05 4.053761633234386657e-05 2.261587295663147694e-05 1.344538562420744133e-05 8.407752417136649995e-06 5.422105576129771420e-06 3.538846335151920389e-06 2.298281389452771952e-06 1.461589298829583693e-06 8.959693496151229128e-07 5.218463504493399924e-07 2.850578523267900522e-07 1.447845580854315781e-07
