# Covariance of gaussian amplitudes
1.087130211051009576e-04 4.076192968809687713e-05 3.317576462742514423e-05 2.410740447824830362e-05 1.389556371251974457e-05 1.010043961207198172e-05 6.201002211008688950e-06 6.417075657278801783e-06 4.025433845206263838e-06 1.823957331682938672e-06 1.261372413904494488e-06
4.076192968809687713e-05 5.592182283936748610e-05 2.622423675412675564e-05 1.701998786291872233e-05 1.108280467787319433e-05 7.563962672430847578e-06 4.238830061749948217e-06 5.041543308516538381e-06 2.864531424967023548e-06 2.181310127200566152e-06 1.212465813569857518e-06
3.317576462742514423e-05 2.622423675412675564e-05 3.399143275535782129e-05 1.458624669168424535e-05 8.552649240264026913e-06 7.440383148669674639e-06 3.650236389670570128e-06 3.526200515898306047e-06 2.689354012660197463e-06 1.709183590434441143e-06 6.301414438317787275e-07
2.410740447824830362e-05 1.701998786291872233e-05 1.458624669168424535e-05 1.639162149278560647e-05 7.656043106891343287e-06 5.636675374011681002e-06 3.120437763972221975e-06 3.248992050025574786e-06 2.035158342169407742e-06 1.585042440888950776e-06 5.456193763308698075e-07
1.389556371251974457e-05 1.108280467787319433e-05 8.552649240264026913e-06 7.656043106891343287e-06 8.713575483476987966e-06 5.190835686309346160e-06 3.469292197167265648e-06 3.878876378632042333e-06 2.577773226748292817e-06 1.543830348219590029e-06 5.476716619409704595e-07
1.010043961207198172e-05 7.563962672430847578e-06 7.440383148669674639e-06 5.636675374011681002e-06 5.190835686309346160e-06 5.222821669539538743e-06 2.841691653576877233e-06 2.914856841919849265e-06 2.002474435840810224e-06 1.196813431053460100e-06 3.954044121046265391e-07
6.201002211008688950e-06 4.238830061749948217e-06 3.650236389670570128e-06 3.120437763972221975e-06 3.469292197167265648e-06 2.841691653576877233e-06 2.636953317405592701e-06 2.365684622931112802e-06 1.603168853226684383e-06 9.059055253098329093e-07 2.162551223258425029e-07
6.417075657278801783e-06 5.041543308516538381e-06 3.526200515898306047e-06 3.248992050025574786e-06 3.878876378632042333e-06 2.914856841919849265e-06 2.365684622931112802e-06 2.850952721776625258e-06 1.865555452396409888e-06 1.061322367236421547e-06 3.774512353198627374e-07
4.025433845206263838e-06 2.864531424967023548e-06 2.689354012660197463e-06 2.035158342169407742e-06 2.577773226748292817e-06 2.002474435840810224e-06 1.603168853226684383e-06 1.865555452396409888e-06 1.650643651037024206e-06 9.491845851115985387e-07 3.577028454583491986e-07
1.823957331682938672e-06 2.181310127200566152e-06 1.709183590434441143e-06 1.585042440888950776e-06 1.543830348219590029e-06 1.196813431053460100e-06 9.059055253098329093e-07 1.061322367236421547e-06 9.491845851115985387e-07 8.553240718707036628e-07 3.566714948715393541e-07
1.261372413904494488e-06 1.212465813569857518e-06 6.301414438317787275e-07 5.456193763308698075e-07 5.476716619409704595e-07 3.954044121046265391e-07 2.162551223258425029e-07 3.774512353198627374e-07 3.577028454583491986e-07 3.566714948715393541e-07 3.473842343691772826e-07
