# R [Mpc]	DeltaSigma_t [M_sun / pc^2]	DeltaSigma_t_err [M_sun / pc^2]	DeltaSigma_x [M_sun / pc^2]	DeltaSigma_x_err [M_sun / pc^2]
4.236619373738288036e-02 4.148187067953365670e+01 3.940883007755923728e+01 -4.877058035744767039e+00 4.218179005253583114e+01
6.669798804181568952e-02 1.326107159762814547e+02 2.252912608091070368e+01 4.304907255746245909e+01 2.013493288311228824e+01
1.049373006471750330e-01 8.920136074327149345e+01 1.482290820463473935e+01 -1.915099630191246050e+01 1.620498177343108281e+01
1.657684069574864583e-01 4.485232889720212057e+01 9.528108405026459948e+00 -6.172541239264140778e+00 9.643979902411025762e+00
2.613860810706477023e-01 5.460825679640714014e+01 6.278489584648684563e+00 -4.953237581242381005e+00 6.416400614419339732e+00
4.125933576529329794e-01 4.345425187730896255e+01 3.537244761815879546e+00 -2.764702557439204789e+00 4.324235905423605253e+00
6.510672208417451756e-01 3.107466940271277522e+01 2.615682444901345605e+00 1.773132014373038912e+00 3.257885101649741877e+00
1.025649526377264698e+00 1.709514762844538183e+01 1.658877669200473859e+00 -6.593263127879098739e-01 1.673152993320859538e+00
1.619877671066147773e+00 1.186414250401437442e+01 1.172865534830503487e+00 1.561023636140257687e-01 1.013999745450988810e+00
2.552903125277222518e+00 4.254233078567647652e+00 6.820172219974257599e-01 -7.432253106555529731e-01 7.321576909905673780e-01
4.026798403905772261e+00 3.392293857563649428e+00 4.431572981207786976e-01 9.780544633408190525e-02 4.385429466280575395e-01
6.347985994982335178e+00 1.447016701665846838e+00 3.303519786568963057e-01 -1.800142675866550634e-02 3.164978636115431954e-01
1.001212105632800764e+01 1.112718799802365988e+00 2.153157065243714308e-01 -1.429580692653502627e-01 2.096814237772109679e-01
1.578334734274159246e+01 1.229815565336078942e+00 1.500945372734176775e-01 -9.425086513831637536e-02 1.279317513978578957e-01
2.487840479857469944e+01 8.376784248549496992e-01 1.286417429719186323e-01 8.925135066069493639e-02 8.222093117489717717e-02
