# R [Mpc]	DeltaSigma_t [M_sun / pc^2]	DeltaSigma_t_err [M_sun / pc^2]	DeltaSigma_x [M_sun / pc^2]	DeltaSigma_x_err [M_sun / pc^2]
4.297521446911975462e-02 -5.818944882283120990e+01 5.261783030529146288e+01 -3.919193533182005496e+01 4.817148520182440308e+01
6.679698231340082393e-02 7.646845220013254618e+01 2.496478281084373663e+01 4.144927879087363465e+01 3.866818222112797088e+01
1.052759113688397641e-01 6.654354469829266350e+01 1.614553052475770656e+01 -2.201702743384100813e+01 1.683718335559570889e+01
1.654257679496144162e-01 6.526380557828797180e+01 1.168638515348337492e+01 -1.392335652911767641e+00 1.042767126314774906e+01
2.608502986794457579e-01 6.452005009840013372e+01 7.736905423182122377e+00 1.793589825699012152e+01 6.923155820484663714e+00
4.122344979330487269e-01 5.141064809161918703e+01 4.490882691840052843e+00 -3.032561122725970115e+00 5.481002386776530066e+00
6.504657508109010777e-01 3.233777423656937344e+01 3.161742480974147007e+00 -4.051303379180663633e+00 2.911122176199687939e+00
1.025262676089620406e+00 2.580669313243630469e+01 2.040665761413622548e+00 -1.302030139309265921e+00 2.238349824034489899e+00
1.619343002782999141e+00 1.297366887296393934e+01 1.317452578301071542e+00 2.975195430381512463e+00 1.390218360481542126e+00
2.553171255828931230e+00 6.508790446307093802e+00 9.103106822119416686e-01 6.187794892502663721e-03 7.142171135856676401e-01
4.026499460331828928e+00 3.955196708774063818e+00 6.025728443334552598e-01 -2.888494635667828159e-01 5.239691025577767336e-01
6.349447365708997815e+00 2.534710941176812060e+00 4.336811813264703219e-01 -4.381824038404170119e-01 3.374444678882202453e-01
1.001053558733693372e+01 1.335841738324104355e+00 2.821909310764830758e-01 -9.943794636185648850e-02 1.976529854400608799e-01
1.578459696412405222e+01 1.062427664182831633e+00 2.005099713256136562e-01 -1.970491869849394159e-02 1.421219266143005089e-01
2.487780841634998907e+01 1.060072662104262875e+00 1.556898099138225300e-01 8.267045247566237598e-02 1.146814457598619996e-01
