# R [Mpc]	DeltaSigma_t [M_sun / pc^2]	DeltaSigma_t_err [M_sun / pc^2]	DeltaSigma_x [M_sun / pc^2]	DeltaSigma_x_err [M_sun / pc^2]
4.304446689150589339e-02 8.105300099793716129e+01 1.879945257638924545e+02 1.132679292522225438e+02 9.309572010510206042e+01
6.646531978045454314e-02 2.591051487533131876e+02 1.087629414819467257e+02 -8.597106703683525808e+00 1.029222515996312524e+02
1.044643481139056335e-01 1.122750308994905879e+02 4.390059892359224847e+01 8.669561198475098251e+01 4.903025641115964817e+01
1.656021195962571746e-01 1.197037136296271029e+02 2.534301139198256436e+01 2.165034673598357884e+01 3.174438978660126409e+01
2.601998838504822054e-01 8.252423878840805571e+01 1.896259793700592411e+01 2.472997212929323751e+01 2.030433198093809821e+01
4.122851204504824341e-01 8.431565383393561319e+01 1.479920938102686456e+01 -1.123246281365672949e+01 1.168945040559185067e+01
6.505875861336406496e-01 5.586904760849120066e+01 8.574068917006872681e+00 6.731550541051169567e+00 7.607732715485874486e+00
1.027135525551139628e+00 2.510411638385475186e+01 4.614672437527110205e+00 7.446721555155565442e-01 4.827495915824372652e+00
1.618456697548420475e+00 1.727261249411809629e+01 3.212772460111342543e+00 1.385244893287338686e+00 3.120941931869360975e+00
2.553457090733172397e+00 1.146346682285903817e+01 2.238746579654340429e+00 4.001325319796280588e+00 2.100763963045527483e+00
4.026429314320108865e+00 5.986819495528942880e+00 1.379287800957275101e+00 6.680859693195997373e-01 1.170905657843304359e+00
6.349479504273514152e+00 2.422067191830374444e+00 8.064229501021102919e-01 -8.046941066262519593e-01 8.486828667317912744e-01
1.001014316640098656e+01 1.972706444561234118e+00 5.320374418641996561e-01 6.058145243406235503e-01 5.725634771033273340e-01
1.578440504693094582e+01 1.680987579611956217e+00 4.037246112343876314e-01 -8.046317322511362669e-01 3.557131781332983911e-01
2.489317999532571690e+01 1.342338614886867232e+00 3.085579324958866443e-01 2.428864325435737756e-02 2.184644917717453172e-01
