# R [Mpc]	DeltaSigma_t [M_sun / pc^2]	DeltaSigma_t_err [M_sun / pc^2]	DeltaSigma_x [M_sun / pc^2]	DeltaSigma_x_err [M_sun / pc^2]
4.259385345548068191e-02 6.812110785631732313e+01 1.814708393652618668e+02 -3.883276142310884893e+01 1.574671312443079785e+02
6.694835265170444305e-02 7.712764860973749137e+01 5.007931224735877151e+01 1.780336070838717077e+01 5.355845838933222325e+01
1.052339837597004030e-01 7.781750264067704848e+01 3.320313384824701330e+01 -3.221897756072845453e+01 3.386537005147721402e+01
1.655646972836234687e-01 1.213926062789424378e+02 2.260129119384217233e+01 -4.117003660608452797e+00 2.124583154931019635e+01
2.613135296321217882e-01 1.077305840561981682e+02 1.497473793527452202e+01 -1.363250195394618736e+01 1.329060473407865217e+01
4.118700609458054163e-01 8.237587122021358255e+01 8.186083622671358029e+00 -8.018450795362904060e+00 8.338327082168357052e+00
6.508142140568393685e-01 5.863878958431448041e+01 5.688810369527647737e+00 1.923180707789662880e-01 5.103555533648554743e+00
1.026493438892761567e+00 4.562161086261477294e+01 3.721709141798748899e+00 3.531301609692437893e+00 4.232294985026707757e+00
1.618573828365265754e+00 3.585725400863780976e+01 2.592996391531190881e+00 3.008459399980748517e-01 2.284191019486327967e+00
2.552632690984202757e+00 1.747305058811696199e+01 1.618212346136731705e+00 1.368497195044259929e+00 1.528772266902187704e+00
4.027643892166443251e+00 7.972225031408558316e+00 9.692919714478963611e-01 -6.435133071737780819e-02 8.904359626971676267e-01
6.350075397012501455e+00 4.685631329439292614e+00 6.320876072683654368e-01 3.164263102908333458e-01 6.714675253989157433e-01
1.000816179265366479e+01 3.335074981458824528e+00 4.913550110023243156e-01 -8.270551112467949828e-01 4.600221720906312872e-01
1.577831463787962996e+01 2.139627214967920299e+00 4.123248509111028803e-01 -6.725613237469058037e-02 3.118266926463694189e-01
2.487362143474979703e+01 1.137866528655469445e+00 2.467075416309438274e-01 1.220809992027010495e-02 1.844089324597853463e-01
