# R [Mpc]	DeltaSigma_t [M_sun / pc^2]	DeltaSigma_t_err [M_sun / pc^2]	DeltaSigma_x [M_sun / pc^2]	DeltaSigma_x_err [M_sun / pc^2]
4.177592814768863599e-02 1.601276739904953388e+02 9.361038709794563317e+01 -1.001320187131228678e+01 7.476604556289262860e+01
6.618635371445755200e-02 1.117553536946674626e+02 6.213150585328920528e+01 -2.206941002719219824e+01 5.677724824497920508e+01
1.043686147421181570e-01 9.638105595153305671e+01 3.473520132690153162e+01 1.800539971956041541e+01 3.522771780095792593e+01
1.657635014147552377e-01 1.176457177339584490e+02 2.300603885581119457e+01 -8.184700261241770747e+00 2.273596168066042367e+01
2.613680661163623742e-01 7.473796789451336053e+01 1.432037843314776993e+01 -8.563759998569468124e+00 1.252546184678404195e+01
4.121217370717682460e-01 4.371340530254877876e+01 7.658614575821443893e+00 -1.880317405902745875e+01 9.702427652018737803e+00
6.504393096500471483e-01 3.140506795136567675e+01 6.319611976420230093e+00 6.097920231509575295e+00 6.866345968432773894e+00
1.026456375628195250e+00 2.453554625220576213e+01 3.965225633330150767e+00 9.799456078724745611e-02 3.476743727014746543e+00
1.617688252053279596e+00 1.589368510208964125e+01 2.881329335676092285e+00 6.417578629603337692e-01 2.412848771417472005e+00
2.553346239243876159e+00 7.043955183239781981e+00 1.580385206249592667e+00 -7.972585901312635448e-01 1.498120632461598545e+00
4.027543825592667659e+00 4.330081232309692219e+00 1.146129031753637895e+00 -6.360577556679311573e-02 9.381215157235722746e-01
6.349044434809121285e+00 2.289686288263485636e+00 6.187989866837275699e-01 1.671722249344014810e-01 5.776941247753650810e-01
1.001164668501448496e+01 1.404135365662356527e+00 4.563836555415450302e-01 2.582803266687213606e-01 3.866602138167934410e-01
1.578633875601677872e+01 1.104978243709742181e+00 3.074183968415353796e-01 4.464936333983111211e-03 2.678283999200077869e-01
2.489534967892544870e+01 7.336386942627919350e-01 2.217855140547598525e-01 1.273389597688058816e-01 1.616349368734903424e-01
