# R [Mpc]	DeltaSigma_t [M_sun / pc^2]	DeltaSigma_t_err [M_sun / pc^2]	DeltaSigma_x [M_sun / pc^2]	DeltaSigma_x_err [M_sun / pc^2]
4.213829580598654756e-02 1.657497347676282473e+01 3.376852156681421491e+01 -2.429534281322928990e+01 3.750900153188137409e+01
6.629691377359578364e-02 1.256865368624843171e+02 2.419057192721866656e+01 -1.527052957594466953e+01 2.222902835646892328e+01
1.046992301138038317e-01 5.380080894240293077e+01 1.602694525333634346e+01 -6.195598234331359144e+00 1.582640588872959064e+01
1.655404082797971577e-01 4.538550999769108074e+01 8.406169531501459957e+00 -1.360755618953427692e+01 8.350669466755711312e+00
2.614435407366126896e-01 3.557670179780634356e+01 5.903018368899984658e+00 6.817289490250954209e+00 6.080205303159244679e+00
4.125634563598930549e-01 2.845787687494251728e+01 3.339353696220078493e+00 2.629572059516485538e+00 3.500249499508507611e+00
6.506002519734933598e-01 2.121838120349628909e+01 2.193689244470014899e+00 2.422766376053186566e+00 2.541741769236923965e+00
1.026491655571202255e+00 1.071878414140982194e+01 1.540314381035442715e+00 7.308316443124128758e-01 1.667317726145936652e+00
1.619085632507661465e+00 2.585768729214604988e+00 1.056781356352368917e+00 -3.080012990642556070e-01 1.099481903922827408e+00
2.553209881136654147e+00 9.482328235328085775e-01 6.478424956049032568e-01 2.360700707862719017e-01 6.051259806335657077e-01
4.026959869804244363e+00 1.677095117475257302e+00 4.318069335347779480e-01 8.764679392871462804e-01 3.764435360881615011e-01
6.350234541811281552e+00 5.433628388428892730e-01 2.619210217242977090e-01 -1.520596839458456528e-01 2.286012415581195056e-01
1.001299372369743068e+01 6.545956052055902363e-01 2.007575167558735552e-01 1.853922572092216864e-02 1.787020973634079468e-01
1.578869122488850962e+01 7.710668311851600620e-01 1.457753268444382799e-01 -1.202291517635615398e-02 1.163373594432373093e-01
2.489257499960283937e+01 6.453387504769474425e-01 1.061065075343962660e-01 1.544297335418755301e-01 8.100923796715504832e-02
