#rp, DS (with h) 
0.112202 212.296 
0.141254 205.259 
0.177828 195.384 
0.223872 182.909 
0.281839 167.79 
0.354813 151.171 
0.446683 133.75 
0.562341 116.083 
0.707945 99.6085 
0.891251 84.1876 
1.12202 70.2259 
1.41254 56.7831 
1.77828 44.4635 
2.23872 33.4052 
2.81839 24.0751 
3.54813 16.6825 
4.46683 11.4751 
5.62341 8.11903 
7.07945 5.85661 
8.91251 4.40219 
11.2202 3.30844 
14.1254 2.57355 
17.7828 2.02003 
22.3872 1.63958 
28.1839 1.30648 
35.4813 1.03781 
44.6683 0.776446 
56.2341 0.569344 
70.7945 0.441558 
89.1251 0.310103 
