1.839765789626730452e+01 1.154282300541435013e+01 7.570662475314598794e+00 5.080055568988128378e+00 2.578180882512512095e+00 1.009607815088366056e+00 4.597814432490472947e-01 3.748185931047647856e-01 1.047442933935469472e-01 9.021014482386695635e-03 1.464494591882884063e-02 3.199308601899790525e-03 2.736969238326479592e-02 -4.986373551363449362e-04 7.686930174152976566e-03
1.154282300541435013e+01 1.058566867929059718e+01 7.091561667913151901e+00 4.607297139706557410e+00 2.372228459353266761e+00 1.036037618177898745e+00 5.018753774376936150e-01 3.188845344900869128e-01 1.153840791194891274e-01 3.064019007792054966e-02 3.696688618407695942e-02 1.034494613854944171e-02 1.022328636070871620e-02 -2.662003750973100571e-03 2.990916561469730665e-03
7.570662475314598794e+00 7.091561667913151901e+00 6.387326648313365496e+00 4.468555961302576485e+00 2.326511055034507613e+00 1.017950041527382110e+00 4.915769345634229404e-01 3.019633702943402276e-01 1.018621522549429392e-01 3.830073478820717608e-02 3.300166987485397135e-02 1.243070081570704383e-03 1.028420790037310947e-02 4.393926797810625978e-03 4.984849221890206260e-03
5.080055568988128378e+00 4.607297139706557410e+00 4.468555961302576485e+00 4.043597845991421025e+00 2.277921972697859676e+00 1.030756186750937164e+00 4.715229860561249708e-01 2.590272647068103673e-01 8.249070855316155415e-02 3.769937890103486344e-02 2.905038992875125584e-02 5.726982777280881405e-03 1.060476404258864011e-02 1.948452415587250200e-03 6.531569890808169507e-03
2.578180882512512095e+00 2.372228459353266761e+00 2.326511055034507613e+00 2.277921972697859676e+00 1.790819515595492684e+00 9.316352636132789744e-01 4.082112066147429164e-01 2.029428443886053257e-01 6.996579606794636752e-02 3.297340525381441817e-02 2.495639973091195660e-02 8.286338547628929047e-03 4.878979827557616486e-03 1.768298659333321192e-03 7.520535169712362286e-03
1.009607815088366056e+00 1.036037618177898745e+00 1.017950041527382110e+00 1.030756186750937164e+00 9.316352636132789744e-01 8.405668224500187913e-01 3.977485496154138378e-01 1.609121981526611678e-01 5.925131567845622060e-02 3.011943286128923938e-02 2.240881851401780450e-02 1.020542321700441436e-02 4.195980731834048419e-03 2.293665516806414791e-03 3.821671411683139410e-03
4.597814432490472947e-01 5.018753774376936150e-01 4.915769345634229404e-01 4.715229860561249708e-01 4.082112066147429164e-01 3.977485496154138378e-01 3.838071466817251087e-01 1.685834245030776168e-01 5.720551021269734693e-02 2.177813844672395194e-02 1.271609930010654359e-02 4.620167584070768857e-03 1.505118932866171414e-03 9.145433471644308582e-04 2.145083700571145252e-03
3.748185931047647856e-01 3.188845344900869128e-01 3.019633702943402276e-01 2.590272647068103673e-01 2.029428443886053257e-01 1.609121981526611678e-01 1.685834245030776168e-01 1.978407179057029286e-01 7.574858981527335389e-02 2.043092202048321648e-02 8.454756891928701806e-03 3.800539791300821656e-03 2.741096907400208515e-03 2.020584759729877715e-03 1.558737843711456746e-03
1.047442933935469472e-01 1.153840791194891274e-01 1.018621522549429392e-01 8.249070855316155415e-02 6.996579606794636752e-02 5.925131567845622060e-02 5.720551021269734693e-02 7.574858981527335389e-02 1.049735499195034449e-01 3.460529054603894705e-02 9.141153484441461724e-03 4.117492703999877865e-03 2.413924366921863136e-03 1.364763887381786065e-03 7.345701469089865312e-04
9.021014482386695635e-03 3.064019007792054966e-02 3.830073478820717608e-02 3.769937890103486344e-02 3.297340525381441817e-02 3.011943286128923938e-02 2.177813844672395194e-02 2.043092202048321648e-02 3.460529054603894705e-02 6.180560314499523866e-02 2.123032290305180980e-02 6.706508017984719530e-03 2.488174099299280718e-03 6.367732419987294154e-04 2.276747707454711105e-04
1.464494591882884063e-02 3.696688618407695942e-02 3.300166987485397135e-02 2.905038992875125584e-02 2.495639973091195660e-02 2.240881851401780450e-02 1.271609930010654359e-02 8.454756891928701806e-03 9.141153484441461724e-03 2.123032290305180980e-02 4.368811148806036465e-02 1.652577908311341284e-02 4.949106553809805298e-03 1.831590464987036199e-03 3.487552246827898064e-04
3.199308601899790525e-03 1.034494613854944171e-02 1.243070081570704383e-03 5.726982777280881405e-03 8.286338547628929047e-03 1.020542321700441436e-02 4.620167584070768857e-03 3.800539791300821656e-03 4.117492703999877865e-03 6.706508017984719530e-03 1.652577908311341284e-02 3.304518292049835049e-02 1.315519611149492708e-02 3.532904810886695370e-03 6.749462467898796007e-04
2.736969238326479592e-02 1.022328636070871620e-02 1.028420790037310947e-02 1.060476404258864011e-02 4.878979827557616486e-03 4.195980731834048419e-03 1.505118932866171414e-03 2.741096907400208515e-03 2.413924366921863136e-03 2.488174099299280718e-03 4.949106553809805298e-03 1.315519611149492708e-02 2.433280438899826370e-02 8.916648552307627693e-03 1.741145738284506379e-03
-4.986373551363449362e-04 -2.662003750973100571e-03 4.393926797810625978e-03 1.948452415587250200e-03 1.768298659333321192e-03 2.293665516806414791e-03 9.145433471644308582e-04 2.020584759729877715e-03 1.364763887381786065e-03 6.367732419987294154e-04 1.831590464987036199e-03 3.532904810886695370e-03 8.916648552307627693e-03 1.686476432112537019e-02 5.021521135043794000e-03
7.686930174152976566e-03 2.990916561469730665e-03 4.984849221890206260e-03 6.531569890808169507e-03 7.520535169712362286e-03 3.821671411683139410e-03 2.145083700571145252e-03 1.558737843711456746e-03 7.345701469089865312e-04 2.276747707454711105e-04 3.487552246827898064e-04 6.749462467898796007e-04 1.741145738284506379e-03 5.021521135043794000e-03 1.098771945266946784e-02
