4.387234043409820039e-01 2.528675036627152650e-01 2.168261651900485754e-01 1.772505515570255430e-01 1.364592222515131625e-01 1.069551125893418997e-01 8.477092184394885432e-02 6.630667707322608628e-02 4.945383240512446488e-02 2.916272570460874333e-02 2.042977849227393256e-02 9.020928747433234335e-03 7.674708383748892609e-03 8.502142327082204062e-03 9.847241460370475749e-03 6.890633143964738742e-03 5.358809818027168541e-03 4.903700331000232851e-03 1.854979613063016458e-03 8.850660078539925209e-04 1.596202753575061417e-03 2.887899325279753198e-04 1.567169363553008862e-03 2.625258457242165243e-03 2.294524292973827966e-03 1.218394049997565797e-03 1.711598249824822227e-03 6.586595792902882884e-04 7.286425249695238464e-04 1.255863884107129812e-03
2.528675036627152650e-01 3.006616550326560722e-01 2.171830147682488610e-01 1.925228568997585377e-01 1.501278980180600631e-01 1.138260243859560844e-01 9.441798069379757352e-02 7.319147618891176654e-02 5.460864436936850586e-02 3.576743329123441284e-02 2.276662076937455148e-02 1.135294649365457299e-02 9.175671713436629046e-03 9.311268694883519798e-03 9.980520544376453307e-03 7.022289876529510567e-03 4.174241172541663658e-03 3.683535408923023849e-03 2.040743405845847624e-03 1.324250395762793754e-03 1.554123693446867772e-03 1.276671939524829302e-03 1.984583248571974903e-03 2.294935737411533862e-03 2.000874764988091678e-03 1.200662720660483889e-03 1.397473971391086046e-03 8.118517931701479864e-04 3.365589004032778554e-04 5.763601817481419720e-04
2.168261651900485754e-01 2.171830147682488610e-01 2.329015276257232203e-01 1.726899251731585372e-01 1.332153106547431520e-01 9.903079307113127339e-02 7.891261790266643206e-02 6.190681203921500481e-02 4.643307377715014117e-02 3.103970396116219332e-02 2.117031904282700577e-02 1.214910815361738318e-02 9.570696342992929262e-03 8.441632310562698083e-03 9.834904913406453120e-03 7.245206215454651211e-03 4.761273080490372941e-03 3.792269301750289274e-03 2.430322336809692500e-03 9.609949347933849058e-04 1.370119110403565134e-03 1.054430569582464824e-03 2.102625281025772425e-03 2.316869063058968684e-03 1.866721234193725182e-03 1.020757318643151969e-03 1.347779874991486939e-03 7.786330825762662836e-04 5.203318803061344816e-04 8.146007287163972970e-04
1.772505515570255430e-01 1.925228568997585377e-01 1.726899251731585372e-01 1.918548841381920722e-01 1.406423789625376175e-01 1.027943503669001696e-01 8.376713133569196890e-02 6.291860749206058812e-02 4.701683032608183765e-02 3.278226310074697225e-02 2.341746865896987898e-02 1.384586127315629196e-02 1.048708184755768949e-02 8.446012896841230758e-03 8.100000041825971067e-03 4.702759317154665310e-03 2.828342591490278380e-03 2.546656715955231305e-03 1.840651402118777301e-03 1.383591271080294484e-03 1.562479802510611865e-03 1.180679141597031643e-03 1.960537792084742024e-03 1.674987309836745630e-03 1.738334433435744777e-03 9.749967767196553907e-04 1.275717914057720569e-03 5.731368670123194922e-04 3.694019509739453655e-04 3.667264758132605896e-04
1.364592222515131625e-01 1.501278980180600631e-01 1.332153106547431520e-01 1.406423789625376175e-01 1.312105715795247041e-01 9.618195615409011467e-02 7.898818576003645286e-02 6.041365572449555743e-02 4.566525530744566796e-02 3.333721320859452802e-02 2.291092481228566499e-02 1.328626572674171911e-02 1.010013748250687161e-02 7.811839476566109601e-03 7.684096390396914951e-03 4.731770546672291362e-03 3.308509650897177579e-03 2.887137006591074598e-03 1.914892941413149545e-03 8.972064947999951407e-04 1.153008796278930451e-03 9.809224605419894841e-04 1.564418911832941763e-03 1.276110584648135031e-03 1.095788085122905570e-03 2.730158392924681939e-04 5.582982182821699408e-04 1.208240199207064492e-04 9.810306401263943664e-06 2.230208912640316689e-04
1.069551125893418997e-01 1.138260243859560844e-01 9.903079307113127339e-02 1.027943503669001696e-01 9.618195615409011467e-02 8.958282340357461015e-02 7.263212854175687960e-02 5.589544901187436243e-02 4.142505346674479894e-02 2.938127860993919316e-02 2.028051022765396671e-02 1.185551866768510057e-02 8.948188257496211134e-03 6.716283702094053010e-03 6.375963689106523696e-03 4.004981115918347309e-03 2.725754650839621717e-03 1.900210359011912480e-03 9.892907055985349866e-04 6.874374669419663735e-04 7.077530197523157615e-04 6.116308152665722933e-04 7.643666230212510645e-04 4.962529677252295723e-04 5.019718413281096464e-04 7.290403903799201482e-05 2.844510155713248466e-04 -1.668059827785322061e-04 -1.349443799294295385e-04 1.552745999732142084e-04
8.477092184394885432e-02 9.441798069379757352e-02 7.891261790266643206e-02 8.376713133569196890e-02 7.898818576003645286e-02 7.263212854175687960e-02 6.990695617996810218e-02 5.383835479917568889e-02 3.968660794435030503e-02 2.830093378277152849e-02 1.940282787560421163e-02 1.110267685475311433e-02 8.654102093218174821e-03 6.597043615531839392e-03 6.113111723611875346e-03 3.981730659681658423e-03 2.541002725802948663e-03 1.857376426426475069e-03 1.049820015678158561e-03 7.689886032141538290e-04 6.497769726043069009e-04 4.798083326356029519e-04 6.491008676691524580e-04 5.484526489382943225e-04 4.686712739221831530e-04 1.104353061024759223e-04 3.623739937870113772e-04 1.098265227218663497e-04 1.676018153494536673e-04 1.702521448200386065e-04
6.630667707322608628e-02 7.319147618891176654e-02 6.190681203921500481e-02 6.291860749206058812e-02 6.041365572449555743e-02 5.589544901187436243e-02 5.383835479917568889e-02 5.081897674333574200e-02 3.916144180277011250e-02 2.794201574066550869e-02 1.891427744923181858e-02 1.098874735772870440e-02 8.216766877268719821e-03 6.268040475940076309e-03 5.849594125183279168e-03 3.853568807997895512e-03 2.343089139704125027e-03 1.647689495800766036e-03 1.043819127066492394e-03 4.838110826149036401e-04 5.420807980537087432e-04 2.892100730573370668e-04 4.519104444608039103e-04 3.355189505418046457e-04 3.962473016630623304e-04 1.336789059693019419e-04 2.852590405436056914e-04 5.464585490536241991e-05 1.122842549594138897e-04 2.121213192885369183e-04
4.945383240512446488e-02 5.460864436936850586e-02 4.643307377715014117e-02 4.701683032608183765e-02 4.566525530744566796e-02 4.142505346674479894e-02 3.968660794435030503e-02 3.916144180277011250e-02 3.761262357386507826e-02 2.790513870800928262e-02 1.865902438523273088e-02 1.080810545887548983e-02 7.958204939990351154e-03 5.910031096011580248e-03 5.160211915224218945e-03 3.021581675747334137e-03 1.952400233566450221e-03 1.524766407735545079e-03 8.385902071407329034e-04 3.289201932363166659e-04 4.466810003997841974e-04 1.566824162626154703e-04 4.205419237071638425e-04 4.535880238862307159e-04 4.619274159328899069e-04 2.095060514143193449e-04 2.226059477034181429e-04 1.182315706056256700e-04 1.721860941097016204e-04 2.498682164940522186e-04
2.916272570460874333e-02 3.576743329123441284e-02 3.103970396116219332e-02 3.278226310074697225e-02 3.333721320859452802e-02 2.938127860993919316e-02 2.830093378277152849e-02 2.794201574066550869e-02 2.790513870800928262e-02 2.766763067257542799e-02 2.049931146010985222e-02 1.240418877243540038e-02 8.446215166212110020e-03 6.175445478791388373e-03 4.939006605368650299e-03 2.989489144016624269e-03 2.114318614557324748e-03 1.512570086143055119e-03 9.874766673287839643e-04 4.801775635011635169e-04 5.463333675855698134e-04 3.181723672455031887e-04 5.562455859359490907e-04 4.733519151132235901e-04 3.793357346991657760e-04 1.374554238639303955e-04 1.685945057898667414e-04 1.313884174473027686e-04 1.665687184042304134e-04 1.482955197756177584e-04
